/work/sheidaei/conda/envs/mytorch/lib/python3.9/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /opt/conda/conda-bld/pytorch_1682343997789/work/aten/src/ATen/native/TensorShape.cpp:3483.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
Namespace(dataset='Design', img_size=[64, 64, 64], vit_patches_size=[4, 4, 4], vit_name='Conv-ViT-Gen2-B_16', pretrained_net_path=False, is_encoder_pretrained=False, deterministic=1, max_epochs=200, batch_size=32, base_lr=0.003, seed=1234, gpu=4, world_size=-1, rank=-1, dist_url='env://', dist_backend='nccl', local_rank=-1, num_classes=2, root_path='/work/sheidaei/mhashemi/data/mat', list_dir='./lists/lists_Design', exp='TVG_Design[64, 64, 64]', distributed=False)
10 iterations per epoch. 2000 max iterations 
  0%|                                         | 0/200 [00:00<?, ?it/s]iteration 1: loss: 92.678047, loss_recon: 0.693148, loss_pred: 23.363283
iteration 2: loss: 89.627754, loss_recon: 0.706978, loss_pred: 18.929916
iteration 939: loss: 61.647541, loss_recon: 0.614490, loss_pred: 0.198579
iteration 940: loss: 61.886997, loss_recon: 0.610763, loss_pred: 0.810731
 47%|█████████████▏              | 94/200 [1:17:50<1:27:15, 49.39s/it]iteration 941: loss: 61.837349, loss_recon: 0.616620, loss_pred: 0.175396
iteration 942: loss: 61.473259, loss_recon: 0.612659, loss_pred: 0.207357
iteration 943: loss: 59.690701, loss_recon: 0.593132, loss_pred: 0.377542
iteration 944: loss: 60.819664, loss_recon: 0.605716, loss_pred: 0.248088
iteration 945: loss: 61.456848, loss_recon: 0.611352, loss_pred: 0.321619
iteration 946: loss: 61.631149, loss_recon: 0.613604, loss_pred: 0.270717
iteration 947: loss: 61.072506, loss_recon: 0.607941, loss_pred: 0.278428
iteration 948: loss: 60.772747, loss_recon: 0.605688, loss_pred: 0.203917
iteration 949: loss: 60.300808, loss_recon: 0.599349, loss_pred: 0.365877
iteration 950: loss: 63.781521, loss_recon: 0.629387, loss_pred: 0.842771
 48%|█████████████▎              | 95/200 [1:18:39<1:26:03, 49.18s/it]iteration 951: loss: 61.207264, loss_recon: 0.608463, loss_pred: 0.361006
iteration 952: loss: 60.145741, loss_recon: 0.598340, loss_pred: 0.311705
iteration 953: loss: 61.493675, loss_recon: 0.613033, loss_pred: 0.190382
iteration 954: loss: 60.480808, loss_recon: 0.602570, loss_pred: 0.223827
iteration 955: loss: 61.630070, loss_recon: 0.614364, loss_pred: 0.193679
iteration 956: loss: 60.180359, loss_recon: 0.598123, loss_pred: 0.368035
iteration 957: loss: 60.873993, loss_recon: 0.606259, loss_pred: 0.248071
iteration 958: loss: 60.846088, loss_recon: 0.606825, loss_pred: 0.163557
iteration 959: loss: 62.358452, loss_recon: 0.621547, loss_pred: 0.203770
iteration 960: loss: 60.057079, loss_recon: 0.596225, loss_pred: 0.434568
 48%|█████████████▍              | 96/200 [1:19:29<1:25:47, 49.50s/it]iteration 961: loss: 60.693314, loss_recon: 0.604273, loss_pred: 0.265966
iteration 962: loss: 62.082672, loss_recon: 0.614954, loss_pred: 0.587228
iteration 963: loss: 60.711117, loss_recon: 0.604853, loss_pred: 0.225858
iteration 964: loss: 60.283680, loss_recon: 0.598987, loss_pred: 0.385024
iteration 965: loss: 61.670940, loss_recon: 0.614169, loss_pred: 0.253998
iteration 966: loss: 61.775135, loss_recon: 0.615773, loss_pred: 0.197805
iteration 967: loss: 61.179108, loss_recon: 0.609242, loss_pred: 0.254946
iteration 968: loss: 60.107090, loss_recon: 0.599336, loss_pred: 0.173471
iteration 969: loss: 61.310944, loss_recon: 0.610501, loss_pred: 0.260802
iteration 970: loss: 60.367702, loss_recon: 0.600919, loss_pred: 0.275813
 48%|█████████████▌              | 97/200 [1:20:20<1:25:24, 49.75s/it]iteration 971: loss: 61.515057, loss_recon: 0.611697, loss_pred: 0.345378
iteration 972: loss: 61.366585, loss_recon: 0.612140, loss_pred: 0.152561
iteration 973: loss: 62.052658, loss_recon: 0.617684, loss_pred: 0.284307
iteration 974: loss: 61.524109, loss_recon: 0.613496, loss_pred: 0.174505
iteration 975: loss: 60.106445, loss_recon: 0.598230, loss_pred: 0.283486
iteration 976: loss: 61.358974, loss_recon: 0.611894, loss_pred: 0.169586
iteration 977: loss: 60.117146, loss_recon: 0.598764, loss_pred: 0.240749
iteration 978: loss: 60.201851, loss_recon: 0.600757, loss_pred: 0.126120
iteration 979: loss: 61.002777, loss_recon: 0.608570, loss_pred: 0.145779
iteration 980: loss: 59.847378, loss_recon: 0.596256, loss_pred: 0.221742
 49%|█████████████▋              | 98/200 [1:21:09<1:24:05, 49.47s/it]iteration 981: loss: 60.208549, loss_recon: 0.600212, loss_pred: 0.187395
iteration 982: loss: 62.022747, loss_recon: 0.617520, loss_pred: 0.270756
iteration 983: loss: 61.332233, loss_recon: 0.611933, loss_pred: 0.138893
iteration 984: loss: 60.305759, loss_recon: 0.601842, loss_pred: 0.121591
iteration 985: loss: 59.668999, loss_recon: 0.595214, loss_pred: 0.147622
iteration 986: loss: 61.182766, loss_recon: 0.610284, loss_pred: 0.154405
iteration 987: loss: 61.284458, loss_recon: 0.610900, loss_pred: 0.194498
iteration 988: loss: 61.484383, loss_recon: 0.613119, loss_pred: 0.172511
iteration 989: loss: 60.589962, loss_recon: 0.604714, loss_pred: 0.118596
iteration 990: loss: 60.755821, loss_recon: 0.604694, loss_pred: 0.286436
 50%|█████████████▊              | 99/200 [1:21:58<1:23:02, 49.33s/it]iteration 991: loss: 61.299694, loss_recon: 0.610774, loss_pred: 0.222297
iteration 992: loss: 60.600925, loss_recon: 0.603915, loss_pred: 0.209453
iteration 993: loss: 61.195541, loss_recon: 0.609240, loss_pred: 0.271548
iteration 994: loss: 61.193233, loss_recon: 0.610509, loss_pred: 0.142309
iteration 995: loss: 61.766842, loss_recon: 0.615245, loss_pred: 0.242347
iteration 996: loss: 60.214115, loss_recon: 0.600780, loss_pred: 0.136151
iteration 997: loss: 61.348824, loss_recon: 0.611728, loss_pred: 0.176028
iteration 998: loss: 60.329552, loss_recon: 0.601227, loss_pred: 0.206902
iteration 999: loss: 61.132065, loss_recon: 0.610101, loss_pred: 0.122008
iteration 1000: loss: 58.237652, loss_recon: 0.578099, loss_pred: 0.427781
 50%|█████████████▌             | 100/200 [1:22:47<1:22:22, 49.43s/it]iteration 1001: loss: 60.637245, loss_recon: 0.604977, loss_pred: 0.139557
iteration 1002: loss: 61.101547, loss_recon: 0.608742, loss_pred: 0.227318
iteration 1003: loss: 61.583694, loss_recon: 0.614495, loss_pred: 0.134217
iteration 1004: loss: 60.477024, loss_recon: 0.603121, loss_pred: 0.164912
iteration 1005: loss: 59.390369, loss_recon: 0.592465, loss_pred: 0.143900
iteration 1006: loss: 60.549263, loss_recon: 0.603762, loss_pred: 0.173102
iteration 1007: loss: 62.381340, loss_recon: 0.622752, loss_pred: 0.106161
iteration 1008: loss: 59.866253, loss_recon: 0.596889, loss_pred: 0.177390
iteration 1009: loss: 61.058266, loss_recon: 0.609435, loss_pred: 0.114787
iteration 1010: loss: 62.926109, loss_recon: 0.625501, loss_pred: 0.376022
 50%|█████████████▋             | 101/200 [1:23:36<1:21:09, 49.19s/it]iteration 1011: loss: 61.391628, loss_recon: 0.611741, loss_pred: 0.217542
iteration 1012: loss: 59.546333, loss_recon: 0.593564, loss_pred: 0.189937
iteration 1013: loss: 61.470329, loss_recon: 0.612688, loss_pred: 0.201483
iteration 1014: loss: 60.366203, loss_recon: 0.600672, loss_pred: 0.298966
iteration 1015: loss: 61.287159, loss_recon: 0.607792, loss_pred: 0.507959
iteration 1016: loss: 60.510326, loss_recon: 0.603514, loss_pred: 0.158901
iteration 1017: loss: 60.724602, loss_recon: 0.605304, loss_pred: 0.194152
iteration 1018: loss: 61.608437, loss_recon: 0.614869, loss_pred: 0.121495
iteration 1019: loss: 61.707031, loss_recon: 0.615245, loss_pred: 0.182556
iteration 1020: loss: 61.232750, loss_recon: 0.610119, loss_pred: 0.220875
 51%|█████████████▊             | 102/200 [1:24:25<1:20:20, 49.18s/it]iteration 1021: loss: 61.809666, loss_recon: 0.614640, loss_pred: 0.345677
iteration 1022: loss: 61.772236, loss_recon: 0.615572, loss_pred: 0.215021
iteration 1023: loss: 61.636963, loss_recon: 0.614938, loss_pred: 0.143132
iteration 1024: loss: 60.472980, loss_recon: 0.599031, loss_pred: 0.569921
iteration 1025: loss: 60.999466, loss_recon: 0.607812, loss_pred: 0.218225
iteration 1026: loss: 61.150665, loss_recon: 0.604588, loss_pred: 0.691857
iteration 1027: loss: 61.971661, loss_recon: 0.615823, loss_pred: 0.389321
iteration 1028: loss: 60.103203, loss_recon: 0.597351, loss_pred: 0.368106
iteration 1029: loss: 60.485439, loss_recon: 0.599402, loss_pred: 0.545249
iteration 1030: loss: 61.569820, loss_recon: 0.607739, loss_pred: 0.795882
 52%|█████████████▉             | 103/200 [1:25:16<1:20:13, 49.62s/it]iteration 1031: loss: 62.191116, loss_recon: 0.618066, loss_pred: 0.384492
iteration 1032: loss: 60.435078, loss_recon: 0.600036, loss_pred: 0.431470
iteration 1033: loss: 60.260273, loss_recon: 0.600049, loss_pred: 0.255405
iteration 1034: loss: 60.939377, loss_recon: 0.607760, loss_pred: 0.163417
iteration 1035: loss: 60.222225, loss_recon: 0.598747, loss_pred: 0.347519
iteration 1036: loss: 61.290245, loss_recon: 0.611171, loss_pred: 0.173162
iteration 1037: loss: 61.543915, loss_recon: 0.614139, loss_pred: 0.130000
iteration 1038: loss: 61.199635, loss_recon: 0.609537, loss_pred: 0.245893
iteration 1039: loss: 61.182228, loss_recon: 0.609895, loss_pred: 0.192745
iteration 1040: loss: 62.536816, loss_recon: 0.617824, loss_pred: 0.754378
 52%|██████████████             | 104/200 [1:26:04<1:18:57, 49.35s/it]iteration 1041: loss: 61.546890, loss_recon: 0.611494, loss_pred: 0.397518
iteration 1042: loss: 61.474873, loss_recon: 0.612861, loss_pred: 0.188795
iteration 1043: loss: 60.351696, loss_recon: 0.599587, loss_pred: 0.392994
iteration 1044: loss: 61.926304, loss_recon: 0.616776, loss_pred: 0.248670
iteration 1045: loss: 61.677490, loss_recon: 0.613945, loss_pred: 0.283033
iteration 1046: loss: 61.347004, loss_recon: 0.611422, loss_pred: 0.204780
iteration 1047: loss: 60.341335, loss_recon: 0.602052, loss_pred: 0.136169
iteration 1048: loss: 61.275410, loss_recon: 0.610689, loss_pred: 0.206559
iteration 1049: loss: 60.328178, loss_recon: 0.601475, loss_pred: 0.180689
iteration 1050: loss: 60.570126, loss_recon: 0.603167, loss_pred: 0.253420
 52%|██████████████▏            | 105/200 [1:26:54<1:18:08, 49.35s/it]iteration 1051: loss: 61.021675, loss_recon: 0.607767, loss_pred: 0.244988
iteration 1052: loss: 61.591015, loss_recon: 0.614155, loss_pred: 0.175489
iteration 1053: loss: 60.681561, loss_recon: 0.604743, loss_pred: 0.207273
iteration 1054: loss: 60.647873, loss_recon: 0.604835, loss_pred: 0.164367
iteration 1055: loss: 61.141342, loss_recon: 0.609726, loss_pred: 0.168766
iteration 1056: loss: 60.826706, loss_recon: 0.605677, loss_pred: 0.258970
iteration 1057: loss: 60.897465, loss_recon: 0.606408, loss_pred: 0.256702
iteration 1058: loss: 60.509491, loss_recon: 0.603330, loss_pred: 0.176471
iteration 1059: loss: 61.004097, loss_recon: 0.608761, loss_pred: 0.128035
iteration 1060: loss: 61.798019, loss_recon: 0.614166, loss_pred: 0.381400
 53%|██████████████▎            | 106/200 [1:27:45<1:18:23, 50.03s/it]iteration 1061: loss: 61.750610, loss_recon: 0.615556, loss_pred: 0.195046
iteration 1062: loss: 61.366802, loss_recon: 0.610997, loss_pred: 0.267072
iteration 1063: loss: 60.842545, loss_recon: 0.606817, loss_pred: 0.160842
iteration 1064: loss: 60.649097, loss_recon: 0.604184, loss_pred: 0.230693
iteration 1065: loss: 60.648434, loss_recon: 0.604097, loss_pred: 0.238745
iteration 1066: loss: 61.208725, loss_recon: 0.610398, loss_pred: 0.168974
iteration 1067: loss: 60.786789, loss_recon: 0.604998, loss_pred: 0.287001
iteration 1068: loss: 60.736958, loss_recon: 0.606044, loss_pred: 0.132542
iteration 1069: loss: 60.102413, loss_recon: 0.598455, loss_pred: 0.256957
iteration 1070: loss: 60.913857, loss_recon: 0.607064, loss_pred: 0.207486
 54%|██████████████▍            | 107/200 [1:28:35<1:17:12, 49.81s/it]iteration 1071: loss: 60.771160, loss_recon: 0.605570, loss_pred: 0.214154
iteration 1072: loss: 60.211628, loss_recon: 0.600459, loss_pred: 0.165771
iteration 1073: loss: 61.359032, loss_recon: 0.611599, loss_pred: 0.199092
iteration 1074: loss: 60.554657, loss_recon: 0.604046, loss_pred: 0.150106
iteration 1075: loss: 61.046402, loss_recon: 0.609245, loss_pred: 0.121891
iteration 1076: loss: 62.081356, loss_recon: 0.619483, loss_pred: 0.133047
iteration 1077: loss: 61.666088, loss_recon: 0.615440, loss_pred: 0.122075
iteration 1078: loss: 59.522381, loss_recon: 0.593848, loss_pred: 0.137539
iteration 1079: loss: 60.024803, loss_recon: 0.599107, loss_pred: 0.114112
iteration 1080: loss: 64.617561, loss_recon: 0.635495, loss_pred: 1.068090
 54%|██████████████▌            | 108/200 [1:29:24<1:16:05, 49.63s/it]iteration 1081: loss: 61.230980, loss_recon: 0.609415, loss_pred: 0.289527
iteration 1082: loss: 59.675831, loss_recon: 0.592948, loss_pred: 0.381015
iteration 1083: loss: 62.616394, loss_recon: 0.623536, loss_pred: 0.262832
iteration 1084: loss: 61.598141, loss_recon: 0.612369, loss_pred: 0.361211
iteration 1085: loss: 61.346561, loss_recon: 0.611504, loss_pred: 0.196130
iteration 1086: loss: 62.324265, loss_recon: 0.619593, loss_pred: 0.365005
iteration 1087: loss: 60.118847, loss_recon: 0.599532, loss_pred: 0.165665
iteration 1088: loss: 61.115101, loss_recon: 0.608738, loss_pred: 0.241277
iteration 1089: loss: 59.389225, loss_recon: 0.591598, loss_pred: 0.229410
iteration 1090: loss: 61.245480, loss_recon: 0.610044, loss_pred: 0.241078
 55%|██████████████▋            | 109/200 [1:30:14<1:15:24, 49.72s/it]iteration 1091: loss: 61.311493, loss_recon: 0.611793, loss_pred: 0.132206
iteration 1092: loss: 60.215141, loss_recon: 0.600690, loss_pred: 0.146101
iteration 1093: loss: 60.517483, loss_recon: 0.602965, loss_pred: 0.220998
iteration 1094: loss: 61.395916, loss_recon: 0.611846, loss_pred: 0.211348
iteration 1095: loss: 61.922047, loss_recon: 0.617289, loss_pred: 0.193135
iteration 1096: loss: 61.440022, loss_recon: 0.612383, loss_pred: 0.201751
iteration 1097: loss: 59.576645, loss_recon: 0.594377, loss_pred: 0.138923
iteration 1098: loss: 61.474167, loss_recon: 0.611244, loss_pred: 0.349769
iteration 1099: loss: 60.399918, loss_recon: 0.602123, loss_pred: 0.187586
iteration 1100: loss: 62.036949, loss_recon: 0.618008, loss_pred: 0.236140
 55%|██████████████▊            | 110/200 [1:31:03<1:14:20, 49.56s/it]iteration 1101: loss: 61.081776, loss_recon: 0.608730, loss_pred: 0.208806
iteration 1102: loss: 61.681259, loss_recon: 0.615173, loss_pred: 0.163945
iteration 1103: loss: 60.940102, loss_recon: 0.607898, loss_pred: 0.150254
iteration 1104: loss: 59.961281, loss_recon: 0.598182, loss_pred: 0.143075
iteration 1105: loss: 61.425049, loss_recon: 0.610797, loss_pred: 0.345320
iteration 1106: loss: 62.464657, loss_recon: 0.623555, loss_pred: 0.109118
iteration 1107: loss: 59.838894, loss_recon: 0.593175, loss_pred: 0.521350
iteration 1108: loss: 61.348534, loss_recon: 0.612024, loss_pred: 0.146102
iteration 1109: loss: 60.617165, loss_recon: 0.603801, loss_pred: 0.237052
iteration 1110: loss: 60.314476, loss_recon: 0.597325, loss_pred: 0.581995
 56%|██████████████▉            | 111/200 [1:31:53<1:13:42, 49.69s/it]iteration 1111: loss: 62.270691, loss_recon: 0.620364, loss_pred: 0.234291
iteration 1112: loss: 60.849064, loss_recon: 0.605892, loss_pred: 0.259866
iteration 1113: loss: 61.122871, loss_recon: 0.608583, loss_pred: 0.264586
iteration 1114: loss: 61.892124, loss_recon: 0.617219, loss_pred: 0.170257
iteration 1115: loss: 61.682552, loss_recon: 0.612360, loss_pred: 0.446594
iteration 1116: loss: 61.268726, loss_recon: 0.610246, loss_pred: 0.244122
iteration 1117: loss: 60.848824, loss_recon: 0.604318, loss_pred: 0.417040
iteration 1118: loss: 60.256420, loss_recon: 0.600239, loss_pred: 0.232496
iteration 1119: loss: 59.882900, loss_recon: 0.597185, loss_pred: 0.164380
iteration 1120: loss: 59.742107, loss_recon: 0.590510, loss_pred: 0.691083
 56%|███████████████            | 112/200 [1:32:43<1:12:56, 49.74s/it]iteration 1121: loss: 59.875500, loss_recon: 0.596882, loss_pred: 0.187268
iteration 1122: loss: 60.584686, loss_recon: 0.604020, loss_pred: 0.182708
iteration 1123: loss: 60.631824, loss_recon: 0.604771, loss_pred: 0.154714
iteration 1124: loss: 61.149773, loss_recon: 0.609799, loss_pred: 0.169857
iteration 1125: loss: 62.038136, loss_recon: 0.618687, loss_pred: 0.169475
iteration 1126: loss: 61.045059, loss_recon: 0.608401, loss_pred: 0.205003
iteration 1127: loss: 60.607616, loss_recon: 0.604554, loss_pred: 0.152265
iteration 1128: loss: 60.475758, loss_recon: 0.603105, loss_pred: 0.165297
iteration 1129: loss: 61.709427, loss_recon: 0.615019, loss_pred: 0.207510
iteration 1130: loss: 61.259991, loss_recon: 0.608533, loss_pred: 0.406688
 56%|███████████████▎           | 113/200 [1:33:32<1:11:55, 49.60s/it]iteration 1131: loss: 61.988220, loss_recon: 0.616763, loss_pred: 0.311926
iteration 1132: loss: 60.893398, loss_recon: 0.606726, loss_pred: 0.220823
iteration 1133: loss: 60.894375, loss_recon: 0.606978, loss_pred: 0.196539
iteration 1134: loss: 60.222652, loss_recon: 0.600481, loss_pred: 0.174539
iteration 1135: loss: 60.179699, loss_recon: 0.600343, loss_pred: 0.145370
iteration 1136: loss: 60.853672, loss_recon: 0.607129, loss_pred: 0.140738
iteration 1137: loss: 60.518101, loss_recon: 0.603828, loss_pred: 0.135345
iteration 1138: loss: 61.189392, loss_recon: 0.610398, loss_pred: 0.149630
iteration 1139: loss: 61.223682, loss_recon: 0.610779, loss_pred: 0.145773
iteration 1140: loss: 63.732883, loss_recon: 0.634827, loss_pred: 0.250183
 57%|███████████████▍           | 114/200 [1:34:21<1:10:51, 49.44s/it]iteration 1141: loss: 61.571861, loss_recon: 0.613656, loss_pred: 0.206297
iteration 1142: loss: 61.437618, loss_recon: 0.611733, loss_pred: 0.264285
iteration 1143: loss: 61.763596, loss_recon: 0.615925, loss_pred: 0.171081
iteration 1144: loss: 61.013237, loss_recon: 0.607722, loss_pred: 0.241063
iteration 1145: loss: 60.274189, loss_recon: 0.601092, loss_pred: 0.165008
iteration 1146: loss: 59.890297, loss_recon: 0.596608, loss_pred: 0.229516
iteration 1147: loss: 61.411457, loss_recon: 0.612143, loss_pred: 0.197202
iteration 1148: loss: 61.726479, loss_recon: 0.616094, loss_pred: 0.117072
iteration 1149: loss: 59.976807, loss_recon: 0.597381, loss_pred: 0.238667
iteration 1150: loss: 59.595524, loss_recon: 0.592730, loss_pred: 0.322566
 57%|███████████████▌           | 115/200 [1:35:10<1:09:53, 49.34s/it]iteration 1151: loss: 62.014160, loss_recon: 0.617829, loss_pred: 0.231303
iteration 1152: loss: 61.487690, loss_recon: 0.613299, loss_pred: 0.157782
iteration 1153: loss: 61.706802, loss_recon: 0.613962, loss_pred: 0.310646
iteration 1154: loss: 62.922714, loss_recon: 0.628089, loss_pred: 0.113789
iteration 1155: loss: 58.931999, loss_recon: 0.587093, loss_pred: 0.222749
iteration 1156: loss: 61.559097, loss_recon: 0.613788, loss_pred: 0.180343
iteration 1157: loss: 59.870430, loss_recon: 0.593733, loss_pred: 0.497105
iteration 1158: loss: 61.033382, loss_recon: 0.608915, loss_pred: 0.141842
iteration 1159: loss: 59.011993, loss_recon: 0.587771, loss_pred: 0.234860
iteration 1160: loss: 62.967560, loss_recon: 0.625830, loss_pred: 0.384611
 58%|███████████████▋           | 116/200 [1:35:59<1:09:02, 49.31s/it]iteration 1161: loss: 62.136131, loss_recon: 0.619060, loss_pred: 0.230101
iteration 1162: loss: 60.376770, loss_recon: 0.595919, loss_pred: 0.784913
iteration 1163: loss: 61.816158, loss_recon: 0.616083, loss_pred: 0.207862
iteration 1164: loss: 59.773849, loss_recon: 0.595351, loss_pred: 0.238789
iteration 1165: loss: 62.146931, loss_recon: 0.619134, loss_pred: 0.233560
iteration 1166: loss: 61.828190, loss_recon: 0.616916, loss_pred: 0.136577
iteration 1167: loss: 61.340725, loss_recon: 0.611502, loss_pred: 0.190490
iteration 1168: loss: 60.902790, loss_recon: 0.606269, loss_pred: 0.275922
iteration 1169: loss: 60.337109, loss_recon: 0.601386, loss_pred: 0.198542
iteration 1170: loss: 59.966148, loss_recon: 0.595203, loss_pred: 0.445838
 58%|███████████████▊           | 117/200 [1:36:48<1:08:00, 49.16s/it]iteration 1171: loss: 60.046730, loss_recon: 0.597673, loss_pred: 0.279430
iteration 1172: loss: 61.665005, loss_recon: 0.614877, loss_pred: 0.177343
iteration 1173: loss: 59.363064, loss_recon: 0.590584, loss_pred: 0.304651
iteration 1174: loss: 60.986767, loss_recon: 0.607899, loss_pred: 0.196843
iteration 1175: loss: 61.630547, loss_recon: 0.614520, loss_pred: 0.178552
iteration 1176: loss: 60.801022, loss_recon: 0.606613, loss_pred: 0.139704
iteration 1177: loss: 60.947414, loss_recon: 0.608064, loss_pred: 0.141002
iteration 1178: loss: 61.945274, loss_recon: 0.617768, loss_pred: 0.168518
iteration 1179: loss: 60.613083, loss_recon: 0.604078, loss_pred: 0.205263
iteration 1180: loss: 62.589851, loss_recon: 0.623947, loss_pred: 0.195157
 59%|███████████████▉           | 118/200 [1:37:38<1:07:30, 49.39s/it]iteration 1181: loss: 60.594189, loss_recon: 0.604231, loss_pred: 0.171099
iteration 1182: loss: 59.993530, loss_recon: 0.598395, loss_pred: 0.153983
iteration 1183: loss: 60.268837, loss_recon: 0.601358, loss_pred: 0.133030
iteration 1184: loss: 60.838593, loss_recon: 0.606434, loss_pred: 0.195193
iteration 1185: loss: 61.105865, loss_recon: 0.609458, loss_pred: 0.160035
iteration 1186: loss: 61.391235, loss_recon: 0.610976, loss_pred: 0.293674
iteration 1187: loss: 61.031425, loss_recon: 0.608669, loss_pred: 0.164521
iteration 1188: loss: 60.935780, loss_recon: 0.606638, loss_pred: 0.271995
iteration 1189: loss: 62.203156, loss_recon: 0.620923, loss_pred: 0.110892
iteration 1190: loss: 60.170429, loss_recon: 0.597338, loss_pred: 0.436614
 60%|████████████████           | 119/200 [1:38:27<1:06:24, 49.19s/it]iteration 1191: loss: 61.133080, loss_recon: 0.609278, loss_pred: 0.205245
iteration 1192: loss: 61.282467, loss_recon: 0.610913, loss_pred: 0.191133
iteration 1193: loss: 60.680073, loss_recon: 0.604621, loss_pred: 0.217988
iteration 1194: loss: 60.366364, loss_recon: 0.602151, loss_pred: 0.151294
iteration 1195: loss: 60.871552, loss_recon: 0.607413, loss_pred: 0.130274
iteration 1196: loss: 62.238213, loss_recon: 0.619677, loss_pred: 0.270511
iteration 1197: loss: 60.777424, loss_recon: 0.606116, loss_pred: 0.165857
iteration 1198: loss: 60.508846, loss_recon: 0.602236, loss_pred: 0.285255
iteration 1199: loss: 60.567066, loss_recon: 0.604103, loss_pred: 0.156804
iteration 1200: loss: 61.940472, loss_recon: 0.616591, loss_pred: 0.281400
save model to ../model/TVG_Design[64, 64, 64]/TVG_Conv-ViT-Gen2-B_16_vitpatch[4, 4, 4]_epo200_bs32_lr0.003_seed1234/epoch_119.pth
 60%|████████████████▏          | 120/200 [1:39:17<1:05:45, 49.32s/it]iteration 1201: loss: 58.973911, loss_recon: 0.586541, loss_pred: 0.319829
iteration 1202: loss: 62.163010, loss_recon: 0.619439, loss_pred: 0.219145
iteration 1203: loss: 61.908199, loss_recon: 0.616970, loss_pred: 0.211241
iteration 1204: loss: 62.574329, loss_recon: 0.624106, loss_pred: 0.163755
iteration 1205: loss: 59.965149, loss_recon: 0.597687, loss_pred: 0.196466
iteration 1206: loss: 60.330887, loss_recon: 0.601080, loss_pred: 0.222899
iteration 1207: loss: 60.477596, loss_recon: 0.602919, loss_pred: 0.185745
iteration 1208: loss: 61.193748, loss_recon: 0.610738, loss_pred: 0.119969
iteration 1209: loss: 60.877804, loss_recon: 0.606910, loss_pred: 0.186755
iteration 1210: loss: 60.983887, loss_recon: 0.606703, loss_pred: 0.313638
 60%|████████████████▎          | 121/200 [1:40:06<1:04:56, 49.32s/it]iteration 1211: loss: 60.072742, loss_recon: 0.599199, loss_pred: 0.152876
iteration 1212: loss: 59.792278, loss_recon: 0.596030, loss_pred: 0.189248
iteration 1213: loss: 61.151646, loss_recon: 0.609529, loss_pred: 0.198784
iteration 1214: loss: 60.363861, loss_recon: 0.602102, loss_pred: 0.153634
iteration 1215: loss: 60.800873, loss_recon: 0.606611, loss_pred: 0.139754
iteration 1216: loss: 60.815319, loss_recon: 0.606552, loss_pred: 0.160085
iteration 1217: loss: 60.656597, loss_recon: 0.605085, loss_pred: 0.148124
iteration 1218: loss: 61.989807, loss_recon: 0.618296, loss_pred: 0.160167
iteration 1219: loss: 61.092560, loss_recon: 0.609049, loss_pred: 0.187698
iteration 1220: loss: 63.603741, loss_recon: 0.634565, loss_pred: 0.147252
 61%|████████████████▍          | 122/200 [1:40:56<1:04:24, 49.55s/it]iteration 1221: loss: 60.011112, loss_recon: 0.597765, loss_pred: 0.234602
iteration 1222: loss: 60.397926, loss_recon: 0.603012, loss_pred: 0.096685
iteration 1223: loss: 62.108978, loss_recon: 0.617953, loss_pred: 0.313640
iteration 1224: loss: 61.105034, loss_recon: 0.609499, loss_pred: 0.155149
iteration 1225: loss: 61.526455, loss_recon: 0.612424, loss_pred: 0.284011
iteration 1226: loss: 59.780910, loss_recon: 0.595831, loss_pred: 0.197851
iteration 1227: loss: 61.676785, loss_recon: 0.614641, loss_pred: 0.212699
iteration 1228: loss: 60.286991, loss_recon: 0.601758, loss_pred: 0.111155
iteration 1229: loss: 61.493351, loss_recon: 0.613082, loss_pred: 0.185179
iteration 1230: loss: 62.193630, loss_recon: 0.618432, loss_pred: 0.350450
 62%|████████████████▌          | 123/200 [1:41:45<1:03:31, 49.49s/it]iteration 1231: loss: 62.749336, loss_recon: 0.625864, loss_pred: 0.162964
iteration 1232: loss: 60.698875, loss_recon: 0.605651, loss_pred: 0.133756
iteration 1233: loss: 60.033077, loss_recon: 0.598895, loss_pred: 0.143594
iteration 1234: loss: 60.484150, loss_recon: 0.603011, loss_pred: 0.183072
iteration 1235: loss: 61.155624, loss_recon: 0.609799, loss_pred: 0.175706
iteration 1236: loss: 61.272430, loss_recon: 0.611379, loss_pred: 0.134574
iteration 1237: loss: 60.621204, loss_recon: 0.604062, loss_pred: 0.214988
iteration 1238: loss: 60.622883, loss_recon: 0.604645, loss_pred: 0.158333
slurmstepd: error: *** JOB 4545539 ON nova21-gpu-5 CANCELLED AT 2023-06-26T23:45:51 ***
